"sF","treid","slice","X","Y","Z"
"V500","s06.asc",5.5,0.514000000000003,0,5.48402
"V500","s06.asc",5.5,0.518190000000001,0.399650000000001,5.2751
"V500","s06.asc",6,NA,NA,NA
"V500","s06.asc",6,NA,NA,NA
"V500","s06.asc",6,NA,NA,NA
"V500","s06.asc",6,NA,NA,NA
"V500","s06.asc",6.5,NA,NA,NA
"V500","s06.asc",6.5,NA,NA,NA
"V500","s06.asc",6.5,NA,NA,NA
"V500","s06.asc",6.5,NA,NA,NA
"V500","s06.asc",7,NA,NA,NA
"V500","s06.asc",7,NA,NA,NA
"V500","s06.asc",7,NA,NA,NA
"V500","s06.asc",7,NA,NA,NA
"V500","s07.asc",0.5,0.0352499999999978,0.670200000000001,0.336790000000001
"V500","s07.asc",0.5,0.49578,0.66039,0.26267
"V500","s07.asc",0.5,0.230349999999998,0.432030000000001,0.73091
"V500","s07.asc",0.5,0.264689999999998,0.883559999999999,0.25512
"V500","s07.asc",1,0.0398599999999973,0.611219999999999,0.78989
"V500","s07.asc",1,0.475489999999997,0.661049999999999,1.18522
"V500","s07.asc",1,0.241699999999998,0.390270000000001,1.24831
"V500","s07.asc",1,0.263119999999997,0.831910000000001,0.752979999999999
"V500","s07.asc",1.5,0.0353299999999983,0.586860000000001,1.55327
"V500","s07.asc",1.5,0.470199999999998,0.65213,1.25201
"V500","s07.asc",1.5,0.265779999999999,0.355309999999999,1.73723
"V500","s07.asc",1.5,0.25132,0.778189999999999,1.25296
"V500","s07.asc",2,0.0505299999999984,0.527909999999999,1.79174
"V500","s07.asc",2,0.47137,0.52844,2.23564
"V500","s07.asc",2,0.243359999999999,0.321000000000002,2.23596
"V500","s07.asc",2,0.262909999999998,0.740169999999999,1.75889
"V500","s07.asc",2.5,0.044439999999998,0.516069999999999,2.56017
"V500","s07.asc",2.5,0.481529999999999,0.48019,2.73589
"V500","s07.asc",2.5,0.257169999999999,0.27966,2.73694
"V500","s07.asc",2.5,0.2288,0.695160000000001,2.25452
"V500","s07.asc",3,0.0707399999999971,0.457049999999999,2.75374
"V500","s07.asc",3,0.481869999999997,0.478860000000001,2.82737
"V500","s07.asc",3,0.282699999999998,0.233720000000002,3.24798
"V500","s07.asc",3,0.28698,0.651869999999999,2.76321
"V500","s07.asc",3.5,0.0819399999999995,0.387329999999999,3.28645
"V500","s07.asc",3.5,0.49747,0.405519999999999,3.73826
"V500","s07.asc",3.5,0.282299999999999,0.194289999999999,3.73248
"V500","s07.asc",3.5,0.293429999999997,0.602460000000001,3.25954
"V500","s07.asc",4,0.0985999999999976,0.364699999999999,3.75192
"V500","s07.asc",4,0.519359999999999,0.335039999999999,4.23948
"V500","s07.asc",4,0.317359999999997,0.13204,4.24337
"V500","s07.asc",4,0.294789999999999,0.560659999999999,3.7506
"V500","s07.asc",4.5,0.123829999999998,0.304110000000001,4.26173
"V500","s07.asc",4.5,0.536349999999999,0.26474,4.69989
"V500","s07.asc",4.5,0.342049999999997,0.0731199999999994,4.74607
"V500","s07.asc",4.5,0.352839999999997,0.498999999999999,4.25465
"V500","s07.asc",5,0.138009999999998,0.265360000000001,4.76111
"V500","s07.asc",5,0.559809999999999,0.196459999999998,5.2491
"V500","s07.asc",5,0.363519999999998,0.0242000000000004,5.24351
"V500","s07.asc",5,0.334259999999997,0.440390000000001,4.76046
"V500","s07.asc",5.5,0.149889999999999,0.194299999999998,5.38184
"V500","s07.asc",5.5,0.586319999999997,0.205469999999998,5.46869
"V500","s07.asc",5.5,0.359569999999998,0,5.48534
"V500","s07.asc",5.5,0.369999999999997,0.39292,5.25736
"V500","s07.asc",6,NA,NA,NA
"V500","s07.asc",6,NA,NA,NA
"V500","s07.asc",6,NA,NA,NA
"V500","s07.asc",6,NA,NA,NA
"V500","s07.asc",6.5,NA,NA,NA
"V500","s07.asc",6.5,NA,NA,NA
"V500","s07.asc",6.5,NA,NA,NA
"V500","s07.asc",6.5,NA,NA,NA
"V500","s07.asc",7,NA,NA,NA
"V500","s07.asc",7,NA,NA,NA
"V500","s07.asc",7,NA,NA,NA
"V500","s07.asc",7,NA,NA,NA
"V500","s08.asc",0.5,0.0906899999999986,0.44866,0.724349999999999
"V500","s08.asc",0.5,0.607199999999999,0.49381,0.267810000000001
"V500","s08.asc",0.5,0.395189999999999,0.245899999999999,0.364140000000001
"V500","s08.asc",0.5,0.32133,0.706329999999999,0.27572
"V500","s08.asc",1,0.0645799999999994,0.50986,1.19117
"V500","s08.asc",1,0.562860000000001,0.458399999999999,0.75019
"V500","s08.asc",1,0.324280000000002,0.258649999999999,0.793979999999999
"V500","s08.asc",1,0.3414,0.68225,0.80442
"V500","s08.asc",1.5,0.0739200000000011,0.44107,1.74732
"V500","s08.asc",1.5,0.535889999999998,0.466049999999999,1.25963
"V500","s08.asc",1.5,0.289740000000002,0.249699999999999,1.65889
"V500","s08.asc",1.5,0.30312,0.67484,1.26185
"V500","s08.asc",2,0.0594099999999997,0.44219,2.2261
"V500","s08.asc",2,0.51078,0.497109999999999,1.75772
"V500","s08.asc",2,0.253869999999999,0.236330000000001,2.21936
"V500","s08.asc",2,0.303840000000001,0.655809999999999,1.76641
"V500","s08.asc",2.5,0.0414300000000019,0.399799999999999,2.74297
"V500","s08.asc",2.5,0.489550000000001,0.45004,2.26614
"V500","s08.asc",2.5,0.261230000000001,0.21551,2.7165
"V500","s08.asc",2.5,0.292729999999999,0.63706,2.25385
"V500","s08.asc",3,0.022590000000001,0.364850000000001,3.24121
"V500","s08.asc",3,0.467220000000001,0.40657,2.77469
"V500","s08.asc",3,0.23152,0.185879999999999,3.23132
"V500","s08.asc",3,0.251660000000001,0.61232,2.7536
"V500","s08.asc",3.5,0.0201300000000018,0.33601,3.42603
"V500","s08.asc",3.5,0.44745,0.358089999999999,3.27524
"V500","s08.asc",3.5,0.212209999999999,0.142199999999999,3.74794
"V500","s08.asc",3.5,0.266459999999999,0.57544,3.25707
"V500","s08.asc",4,0.0153099999999995,0.294169999999999,3.93395
"V500","s08.asc",4,0.447210000000002,0.331439999999999,4.24374
"V500","s08.asc",4,0.229469999999999,0.10162,4.2392
"V500","s08.asc",4,0.260380000000001,0.531229999999999,3.75195
"V500","s08.asc",4.5,0.0264200000000017,0.26829,4.2931
"V500","s08.asc",4.5,0.444520000000001,0.34083,4.28106
"V500","s08.asc",4.5,0.241679999999999,0.0577799999999993,4.71686
"V500","s08.asc",4.5,0.21095,0.4899,4.27362
"V500","s08.asc",5,0,0.20641,5.12869
"V500","s08.asc",5,0.447389999999999,0.21341,5.2126
"V500","s08.asc",5,0.235019999999999,0.0117700000000003,5.23695
"V500","s08.asc",5,0.247969999999999,0.445069999999999,4.76881
"V500","s08.asc",5.5,0.0187200000000018,0.20073,5.2503
"V500","s08.asc",5.5,0.439620000000001,0.241489999999999,5.47554
"V500","s08.asc",5.5,0.209820000000001,0,5.4759
"V500","s08.asc",5.5,0.23133,0.394130000000001,5.25584
"V500","s08.asc",6,NA,NA,NA
"V500","s08.asc",6,NA,NA,NA
"V500","s08.asc",6,NA,NA,NA
"V500","s08.asc",6,NA,NA,NA
"V500","s08.asc",6.5,NA,NA,NA
"V500","s08.asc",6.5,NA,NA,NA
"V500","s08.asc",6.5,NA,NA,NA
"V500","s08.asc",6.5,NA,NA,NA
"V500","s08.asc",7,NA,NA,NA
"V500","s08.asc",7,NA,NA,NA
"V500","s08.asc",7,NA,NA,NA
"V500","s08.asc",7,NA,NA,NA
"V500","s09.asc",0.5,0.135360000000002,0.7424,0.721360000000001
"V500","s09.asc",0.5,0.625980000000002,0.77792,0.257680000000001
"V500","s09.asc",0.5,0.37426,0.542670000000001,0.74845
"V500","s09.asc",0.5,0.41197,1.02356,0.254380000000001
"V500","s09.asc",1,0.09666,0.81663,1.16132
"V500","s09.asc",1,0.590430000000001,0.77905,0.75333
"V500","s09.asc",1,0.313030000000001,0.494630000000001,1.24593
"V500","s09.asc",1,0.386089999999999,0.981060000000001,0.752700000000001
"V500","s09.asc",1.5,0.120170000000002,0.65375,1.74411
"V500","s09.asc",1.5,0.568650000000002,0.735290000000001,1.26514
"V500","s09.asc",1.5,0.326990000000002,0.459580000000001,1.7444
"V500","s09.asc",1.5,0.2547,0.93065,1.25071
"V500","s09.asc",2,0.106360000000002,0.60783,2.24288
"V500","s09.asc",2,0.550530000000002,0.672880000000001,1.75245
"V500","s09.asc",2,0.30612,0.411020000000001,2.24728
"V500","s09.asc",2,0.343510000000002,0.869010000000001,1.75706
"V500","s09.asc",2.5,0.0810400000000016,0.5786,2.30598
"V500","s09.asc",2.5,0.527840000000001,0.60962,2.2759
"V500","s09.asc",2.5,0.32761,0.361890000000001,2.74877
"V500","s09.asc",2.5,0.322760000000002,0.81373,2.2576
"V500","s09.asc",3,0.0773100000000007,0.49513,3.21646
"V500","s09.asc",3,0.509360000000001,0.55016,2.76116
"V500","s09.asc",3,0.265969999999999,0.29684,3.23644
"V500","s09.asc",3,0.306830000000001,0.75586,2.75017
"V500","s09.asc",3.5,0.0460400000000014,0.428880000000001,3.57087
"V500","s09.asc",3.5,0.493780000000001,0.52425,3.25597
"V500","s09.asc",3.5,0.255500000000001,0.22696,3.74767
"V500","s09.asc",3.5,0.295310000000001,0.684370000000001,3.25615
"V500","s09.asc",4,0.0446200000000019,0.361830000000001,4.23607
"V500","s09.asc",4,0.475640000000002,0.408580000000001,3.83238
"V500","s09.asc",4,0.212540000000001,0.163730000000001,4.24623
"V500","s09.asc",4,0.306640000000002,0.621700000000001,3.75693
"V500","s09.asc",4.5,0.0160400000000003,0.316510000000001,4.69649
"V500","s09.asc",4.5,0.453720000000001,0.35833,4.25586
"V500","s09.asc",4.5,0.194040000000001,0.1129,4.74023
"V500","s09.asc",4.5,0.257709999999999,0.556620000000001,4.28938
"V500","s09.asc",5,0.00494000000000128,0.25896,5.16461
"V500","s09.asc",5,0.432660000000002,0.302490000000001,4.76001
"V500","s09.asc",5,0.201180000000001,0.0500600000000002,5.24046
"V500","s09.asc",5,0.252570000000002,0.506770000000001,4.75072
"V500","s09.asc",5.5,0,0.225620000000001,5.46839
"V500","s09.asc",5.5,0.420630000000003,0.224690000000001,5.32757
"V500","s09.asc",5.5,0.18253,0,5.50756
"V500","s09.asc",5.5,0.19304,0.44633,5.29191
"V500","s09.asc",6,NA,NA,NA
"V500","s09.asc",6,NA,NA,NA
"V500","s09.asc",6,NA,NA,NA
"V500","s09.asc",6,NA,NA,NA
"V500","s09.asc",6.5,NA,NA,NA
"V500","s09.asc",6.5,NA,NA,NA
"V500","s09.asc",6.5,NA,NA,NA
"V500","s09.asc",6.5,NA,NA,NA
"V500","s09.asc",7,NA,NA,NA
"V500","s09.asc",7,NA,NA,NA
"V500","s09.asc",7,NA,NA,NA
"V500","s09.asc",7,NA,NA,NA
"V500","s10.asc",0.5,0.0328400000000002,0.7455,0.25868
"V500","s10.asc",0.5,0.462970000000002,0.74758,0.26272
"V500","s10.asc",0.5,0.286999999999999,0.55163,0.739429999999999
"V500","s10.asc",0.5,0.27402,0.95689,0.321259999999999
"V500","s10.asc",1,0.0598099999999988,0.71606,0.75328
"V500","s10.asc",1,0.475519999999999,0.75793,1.17649
"V500","s10.asc",1,0.294750000000001,0.51566,1.24615
"V500","s10.asc",1,0.2958,0.9221,0.76173
"V500","s10.asc",1.5,0.0892000000000017,0.71639,1.25347
"V500","s10.asc",1.5,0.490400000000001,0.65701,1.74042
"V500","s10.asc",1.5,0.300080000000001,0.46623,1.74535
"V500","s10.asc",1.5,0.257080000000002,0.88358,1.25342
"V500","s10.asc",2,0.112159999999999,0.68829,1.88036
"V500","s10.asc",2,0.497209999999999,0.62015,2.12815
"V500","s10.asc",2,0.31259,0.4235,2.2429
"V500","s10.asc",2,0.28481,0.83365,1.78356
"V500","s10.asc",2.5,0.1189,0.57143,2.55558
"V500","s10.asc",2.5,0.498470000000001,0.56235,2.59943
"V500","s10.asc",2.5,0.31343,0.37862,2.74509
"V500","s10.asc",2.5,0.294969999999999,0.7864,2.26311
"V500","s10.asc",3,0.125499999999999,0.55786,2.76449
"V500","s10.asc",3,0.498270000000002,0.55575,2.81079
"V500","s10.asc",3,0.31822,0.31327,3.2484
"V500","s10.asc",3,0.340119999999999,0.74503,2.76006
"V500","s10.asc",3.5,0.130950000000002,0.48623,3.32627
"V500","s10.asc",3.5,0.513500000000001,0.43664,3.73569
"V500","s10.asc",3.5,0.305510000000002,0.23471,3.74621
"V500","s10.asc",3.5,0.33324,0.68228,3.27658
"V500","s10.asc",4,0.14723,0.35098,4.03938
"V500","s10.asc",4,0.538060000000002,0.34774,4.22958
"V500","s10.asc",4,0.335940000000001,0.15316,4.24136
"V500","s10.asc",4,0.354620000000001,0.61303,3.7543
"V500","s10.asc",4.5,0.155139999999999,0.32754,4.25339
"V500","s10.asc",4.5,0.563480000000002,0.32202,4.74057
"V500","s10.asc",4.5,0.366540000000001,0.0912499999999996,4.73852
"V500","s10.asc",4.5,0.395,0.52958,4.28973
"V500","s10.asc",5,0.203870000000002,0.23191,4.79387
"V500","s10.asc",5,0.593910000000001,0.22351,5.22712
"V500","s10.asc",5,0.37247,0.0321299999999995,5.24197
"V500","s10.asc",5,0.391950000000001,0.4774,4.77578
"V500","s10.asc",5.5,0.241340000000001,0.24617,5.311
"V500","s10.asc",5.5,0.616800000000001,0.20348,5.47009
"V500","s10.asc",5.5,0.39865,0,5.48797
"V500","s10.asc",5.5,0.437709999999999,0.4334,5.27502
"V500","s10.asc",6,NA,NA,NA
"V500","s10.asc",6,NA,NA,NA
"V500","s10.asc",6,NA,NA,NA
"V500","s10.asc",6,NA,NA,NA
"V500","s10.asc",6.5,NA,NA,NA
"V500","s10.asc",6.5,NA,NA,NA
"V500","s10.asc",6.5,NA,NA,NA
"V500","s10.asc",6.5,NA,NA,NA
"V500","s10.asc",7,NA,NA,NA
"V500","s10.asc",7,NA,NA,NA
"V500","s10.asc",7,NA,NA,NA
"V500","s10.asc",7,NA,NA,NA
"V500","s11.asc",0.5,0.11403,0.58286,0.25029
"V500","s11.asc",0.5,0.52882,0.53643,0.282590000000001
"V500","s11.asc",0.5,0.30893,0.32412,0.73542
"V500","s11.asc",0.5,0.303470000000001,0.77709,0.26197
"V500","s11.asc",1,0.13251,0.55068,0.76214
"V500","s11.asc",1,0.52271,0.4968,0.925409999999999
"V500","s11.asc",1,0.322279999999999,0.2837,1.23544
"V500","s11.asc",1,0.354469999999999,0.72167,0.75737
"V500","s11.asc",1.5,0.144390000000001,0.50897,1.25668
"V500","s11.asc",1.5,0.521740000000001,0.49165,1.36083
"V500","s11.asc",1.5,0.31589,0.2543,1.74173
"V500","s11.asc",1.5,0.371960000000001,0.67502,1.25911
"V500","s11.asc",2,0.135200000000001,0.40564,2.21987
"V500","s11.asc",2,0.517160000000001,0.43835,2.05119
"V500","s11.asc",2,0.310880000000001,0.22341,2.24727
"V500","s11.asc",2,0.331500000000002,0.62707,1.75756
"V500","s11.asc",2.5,0.130759999999999,0.3717,2.69447
"V500","s11.asc",2.5,0.503869999999999,0.39903,2.28283
"V500","s11.asc",2.5,0.297940000000001,0.20033,2.74185
"V500","s11.asc",2.5,0.30273,0.587,2.25188
"V500","s11.asc",3,0.131070000000001,0.35404,3.2359
"V500","s11.asc",3,0.492979999999999,0.38566,2.75041
"V500","s11.asc",3,0.292670000000001,0.1714,3.24794
"V500","s11.asc",3,0.321840000000002,0.55422,2.75135
"V500","s11.asc",3.5,0.111920000000001,0.26096,3.56936
"V500","s11.asc",3.5,0.487000000000002,0.34084,3.32478
"V500","s11.asc",3.5,0.268910000000002,0.13131,3.74525
"V500","s11.asc",3.5,0.306480000000001,0.52207,3.25908
"V500","s11.asc",4,0.0880399999999995,0.2493,4.22198
"V500","s11.asc",4,0.470040000000001,0.31559,3.75893
"V500","s11.asc",4,0.236630000000002,0.0985199999999997,4.24975
"V500","s11.asc",4,0.287580000000002,0.47882,3.76132
"V500","s11.asc",4.5,0.0584400000000009,0.2287,4.72244
"V500","s11.asc",4.5,0.442710000000002,0.2829,4.25259
"V500","s11.asc",4.5,0.236920000000001,0.0615399999999999,4.74806
"V500","s11.asc",4.5,0.248260000000002,0.44146,4.26331
"V500","s11.asc",5,0.0221699999999991,0.16822,5.23476
"V500","s11.asc",5,0.406659999999999,0.22862,4.75775
"V500","s11.asc",5,0.187989999999999,0.0203800000000003,5.24942
"V500","s11.asc",5,0.243929999999999,0.4031,4.75216
"V500","s11.asc",5.5,0,0.19892,5.56898
"V500","s11.asc",5.5,0.373740000000002,0.18839,5.26402
"V500","s11.asc",5.5,0.17464,0,5.58153
"V500","s11.asc",5.5,0.189540000000001,0.36491,5.4038
"V500","s11.asc",6,NA,NA,NA
"V500","s11.asc",6,NA,NA,NA
"V500","s11.asc",6,NA,NA,NA
"V500","s11.asc",6,NA,NA,NA
"V500","s11.asc",6.5,NA,NA,NA
"V500","s11.asc",6.5,NA,NA,NA
"V500","s11.asc",6.5,NA,NA,NA
"V500","s11.asc",6.5,NA,NA,NA
"V500","s11.asc",7,NA,NA,NA
"V500","s11.asc",7,NA,NA,NA
"V500","s11.asc",7,NA,NA,NA
"V500","s11.asc",7,NA,NA,NA
"V500","s12.asc",0.5,0.166160000000001,0.511090000000001,0.260109999999999
"V500","s12.asc",0.5,0.62555,0.47128,0.369069999999999
"V500","s12.asc",0.5,0.413540000000001,0.29054,0.26126
"V500","s12.asc",0.5,0.42154,0.730350000000001,0.251489999999999
"V500","s12.asc",1,0.187450000000002,0.46841,1.10656
"V500","s12.asc",1,0.61504,0.481720000000001,0.88683
"V500","s12.asc",1,0.400780000000001,0.28036,1.19344
"V500","s12.asc",1,0.41724,0.700740000000001,0.771059999999999
"V500","s12.asc",1.5,0.18289,0.45646,1.73638
"V500","s12.asc",1.5,0.602969999999999,0.49123,1.25296
"V500","s12.asc",1.5,0.426210000000001,0.26721,1.66348
"V500","s12.asc",1.5,0.374600000000001,0.67075,1.25274
"V500","s12.asc",2,0.178840000000001,0.45575,2.09638
"V500","s12.asc",2,0.580460000000002,0.469090000000001,1.75655
"V500","s12.asc",2,0.384319999999999,0.25506,2.11715
"V500","s12.asc",2,0.388740000000002,0.647020000000001,1.75129
"V500","s12.asc",2.5,0.15907,0.422650000000001,2.58444
"V500","s12.asc",2.5,0.567129999999999,0.43378,2.33747
"V500","s12.asc",2.5,0.35397,0.23699,2.70765
"V500","s12.asc",2.5,0.378150000000002,0.629800000000001,2.26324
"V500","s12.asc",3,0.14659,0.382350000000001,3.24577
"V500","s12.asc",3,0.54768,0.443630000000001,2.75809
"V500","s12.asc",3,0.33644,0.193300000000001,3.23296
"V500","s12.asc",3,0.368940000000002,0.601320000000001,2.76432
"V500","s12.asc",3.5,0.12078,0.338900000000001,3.74328
"V500","s12.asc",3.5,0.516940000000002,0.388770000000001,3.25651
"V500","s12.asc",3.5,0.310390000000002,0.141060000000001,3.73824
"V500","s12.asc",3.5,0.319189999999999,0.55911,3.26376
"V500","s12.asc",4,0.101400000000002,0.295430000000001,4.16775
"V500","s12.asc",4,0.488960000000002,0.334050000000001,3.75874
"V500","s12.asc",4,0.28387,0.0928000000000004,4.23905
"V500","s12.asc",4,0.313469999999999,0.504370000000002,3.77057
"V500","s12.asc",4.5,0.0790700000000015,0.256390000000001,4.74609
"V500","s12.asc",4.5,0.465620000000001,0.266110000000001,4.25046
"V500","s12.asc",4.5,0.25695,0.0599300000000014,4.74754
"V500","s12.asc",4.5,0.267430000000001,0.460130000000001,4.26113
"V500","s12.asc",5,0.0386500000000005,0.203760000000001,5.2302
"V500","s12.asc",5,0.440950000000001,0.242090000000001,4.75443
"V500","s12.asc",5,0.214829999999999,0.0211700000000015,5.24936
"V500","s12.asc",5,0.270500000000002,0.425790000000001,4.75626
"V500","s12.asc",5.5,0,0.15493,5.52226
"V500","s12.asc",5.5,0.40296,0.213100000000001,5.25824
"V500","s12.asc",5.5,0.229800000000001,0,5.45814
"V500","s12.asc",5.5,0.220970000000001,0.383780000000002,5.25329
"V500","s12.asc",6,NA,NA,NA
"V500","s12.asc",6,NA,NA,NA
"V500","s12.asc",6,NA,NA,NA
"V500","s12.asc",6,NA,NA,NA
"V500","s12.asc",6.5,NA,NA,NA
"V500","s12.asc",6.5,NA,NA,NA
"V500","s12.asc",6.5,NA,NA,NA
"V500","s12.asc",6.5,NA,NA,NA
"V500","s12.asc",7,NA,NA,NA
"V500","s12.asc",7,NA,NA,NA
"V500","s12.asc",7,NA,NA,NA
"V500","s12.asc",7,NA,NA,NA
